spec_id,file,pl_name,spec_type,authors,instrument,facility,bibcode,n_points,n_usable,wave_min,wave_max,obs_date_min,obs_date_max
27,89-54-96-76__HAT_P_32_b_3.11017_3937_2.tbl,HAT-P-32 b,Transmission,Mallonn et al. 2016,KeplerCam,Fred Lawrence Whipple Observatory's 1.2 meter Telescope,2016MNRAS.463..604M,1,1,0.9222,0.9222,,
28,62-15-92-44__HAT_P_32_b_3.11017_4196_1.tbl,HAT-P-32 b,Eclipse,Nikolov et al. 2018,Wide Field Camera 3,Hubble Space Telescope satellite,2018MNRAS.474.1705N,14,14,1.142,1.625,,
29,32-02-92-72__HAT_P_3_b_3.11023_3991_4.tbl,HAT-P-3 b,Transmission,Ricci et al. 2017,SBIG STL-1301E,University of Monterrey (UDEM) 0.36m telescope at Observatorio de la Universidad de Monterrey,2017PASP..129f4401R,1,1,0.7886,0.7886,,
30,23-57-16-69__HAT_P_6_b_3.11026_3155_1.tbl,HAT-P-6 b,Eclipse,Todorov et al. 2012,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2012ApJ...746..111T,2,2,3.6,4.5,,
31,78-32-46-03__HD_149026_b_3.11121_4105_1.tbl,HD 149026 b,Eclipse,Stevenson et al. 2012,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2012ApJ...754..136S,5,5,3.6,16.0,,
32,10-36-22-01__HD_189733_b_3.11185_3195_1.tbl,HD 189733 b,Eclipse,Agol et al. 2010,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2010ApJ...721.1861A,1,1,8.0,8.0,,
33,10-17-63-62__HD_189733_b_3.11185_3590_2.tbl,HD 189733 b,Transmission,Pont et al. 2013,Wide Field Camera 3,Hubble Space Telescope satellite,2013MNRAS.432.2917P,4,4,1.105,1.607,,
34,99-83-01-43__HD_189733_b_3.11185_3590_5.tbl,HD 189733 b,Transmission,Pont et al. 2013,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2013MNRAS.432.2917P,7,7,3.6,7.85,,
35,72-35-74-98__HD_189733_b_3.11185_3592_1.tbl,HD 189733 b,Transmission,Gibson et al. 2012,Wide Field Camera 3,Hubble Space Telescope satellite,2012MNRAS.422..753G,4,4,1.105,1.607,,
36,56-86-07-03__HD_189733_b_3.11185_3596_1.tbl,HD 189733 b,Transmission,Wyttenbach et al. 2015,HARPS Echelle Spectrograph,European Southern Observatory's 3.6 meter Telescope,2015A&A...577A..62W,1,1,0.5893,0.5893,,
37,36-42-52-56__HD_189733_b_3.11185_3717_3.tbl,HD 189733 b,Transmission,Sing et al. 2016,Wide Field Camera 3,Hubble Space Telescope satellite,2016Natur.529...59S,29,29,1.1279,1.635,,
38,43-61-26-55__HD_189733_b_3.11185_3856_1.tbl,HD 189733 b,Transmission,Borsa et al. 2016,HARPS Echelle Spectrograph,European Southern Observatory's 3.6 meter Telescope,2016A&A...590A..84B,7,7,0.41,0.675,,
39,04-68-93-72__HD_189733_b_3.11185_4072_1.tbl,HD 189733 b,Eclipse,Deming et al. 2006,Infrared Spectrograph (IRS),Spitzer Space Telescope satellite,2006ApJ...644..560D,1,1,16.0,16.0,,
40,80-37-79-52__HD_189733_b_3.11185_4076_2.tbl,HD 189733 b,Eclipse,Charbonneau et al. 2008,Infrared Spectrograph (IRS),Spitzer Space Telescope satellite,2008ApJ...686.1341C,1,1,16.0,16.0,,
41,36-20-91-63__HD_189733_b_3.11185_4077_1.tbl,HD 189733 b,Eclipse,Knutson et al. 2009,Multiband Imaging Photometer (MIPS),Spitzer Space Telescope satellite,2009ApJ...690..822K,1,1,24.0,24.0,,
42,03-21-68-79__HD_209458_b_3.11218_3627_1.tbl,HD 209458 b,Eclipse,Evans et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015MNRAS.451..680E,1,1,5.8,5.8,,
43,81-32-55-76__HD_209458_b_3.11218_3627_4.tbl,HD 209458 b,Eclipse,Evans et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015MNRAS.451..680E,1,1,3.6,3.6,,
44,65-02-42-98__HD_209458_b_3.11218_3649_1.tbl,HD 209458 b,Transmission,Deming et al. 2013,Wide Field Camera 3,Hubble Space Telescope satellite,2013ApJ...774...95D,28,28,1.119,1.628,,
45,77-83-37-95__HD_209458_b_3.11218_3717_2.tbl,HD 209458 b,Transmission,Sing et al. 2016,Wide Field Camera 3,Hubble Space Telescope satellite,2016Natur.529...59S,29,29,1.1217,1.6391,,
46,98-74-27-28__HD_209458_b_3.11218_4115_1.tbl,HD 209458 b,Eclipse,Diamond-Lowe et al. 2014,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2014ApJ...796...66D,4,4,3.6,8.0,,
47,35-34-28-92__Qatar_1_b_3.11424_4004_1.tbl,Qatar-1 b,Transmission,von Essen et al. 2017,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Frederick C. Gillett Gemini North Telescope at Mauna Kea Observatory,2017A&A...603A..20V,12,12,0.53,0.704,,
48,90-60-12-20__TrES_1_b_3.11430_4071_1.tbl,TrES-1 b,Eclipse,Charbonneau et al. 2005,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2005ApJ...626..523C,2,2,4.5,8.0,,
49,67-93-85-11__TrES_3_b_3.11431_3991_3.tbl,TrES-3 b,Transmission,Ricci et al. 2017,SBIG STL-1301E,University of Monterrey (UDEM) 0.36m telescope at Observatorio de la Universidad de Monterrey,2017PASP..129f4401R,3,3,0.5537,0.7886,,
50,30-14-31-46__TrES_3_b_3.11431_4088_1.tbl,TrES-3 b,Eclipse,Croll et al. 2010,Wide-field Infrared Camera (WIRCam),3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2010ApJ...718..920C,1,1,2.146,2.146,,
51,53-99-12-80__WASP_10_b_3.11439_4117_1.tbl,WASP-10 b,Eclipse,Cruz et al. 2015,OMEGA2000,Max Planck Institute for Astronomy and Institute of Astrophysics of Andalusia (CSIC) 3.5m Telescope at Calar Alto Observatory,2015A&A...574A.103C,1,1,2.159,2.159,,
52,87-67-17-08__WASP_12_b_3.11441_3402_1.tbl,WASP-12 b,Transmission,Sing et al. 2013,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2013MNRAS.436.2956S,2,2,3.6,4.5,,
53,49-38-33-73__WASP_12_b_3.11441_3579_1.tbl,WASP-12 b,Transmission,Stevenson et al. 2014,Wide Field Camera 3,Hubble Space Telescope satellite,2014AJ....147..161S,29,29,0.728,1.625,,
54,83-94-45-90__WASP_12_b_3.11441_3580_2.tbl,WASP-12 b,Eclipse,Stevenson et al. 2014,Wide Field Camera 3,Hubble Space Telescope satellite,2014ApJ...791...36S,11,11,1.13,1.63,2455666.5,2455666.5
55,49-91-83-58__WASP_12_b_3.11441_4087_1.tbl,WASP-12 b,Eclipse,L&oacute;pez-Morales et al. 2010,Seaver Prototype Imaging camera (SPICam),Astrophysical Research Consortium (ARC) 3.5m Telescope At Apache Point Observatory (APO),2010ApJ...716L..36L,1,1,0.9,0.9,,
56,55-29-73-50__WASP_12_b_3.11441_4119_1.tbl,WASP-12 b,Eclipse,Croll et al. 2015,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2015ApJ...802...28C,1,1,1.04,1.04,,
57,16-61-76-33__WASP_17_b_3.11446_3416_1.tbl,WASP-17 b,Transmission,Bento et al. 2014,ULTRACAM,New Technology Telescope,2014MNRAS.437.1511B,3,3,0.365,0.658,,
58,80-87-43-31__WASP_18_b_3.11447_2092_1.tbl,WASP-18 b,Eclipse,Nymeyer et al. 2010,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2011ApJ...742...35N,4,4,3.6,8.0,,
59,96-04-40-40__WASP_18_b_3.11447_4180_2.tbl,WASP-18 b,Eclipse,Arcangeli et al. 2018,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2018ApJ...855L..30A,4,4,3.6,8.0,,
60,62-81-47-23__WASP_18_b_3.11447_4181_2.tbl,WASP-18 b,Eclipse,Sheppard et al. 2017,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2017ApJ...850L..32S,4,4,3.6,8.0,,
61,78-74-21-77__WASP_18_b_3.11447_5159_4.tbl,WASP-18 b,Eclipse,Coulombe et al. 2023,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2023Natur.620..292C,408,408,0.87444,2.84119,,
62,73-37-34-13__WASP_19_b_3.11448_3334_1.tbl,WASP-19 b,Transmission,Mancini et al. 2013,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,2013MNRAS.436....2M,4,4,0.4858,0.9222,,
63,69-06-03-79__WASP_19_b_3.11448_3334_3.tbl,WASP-19 b,Transmission,Mancini et al. 2013,,0.3-m Perth Exoplanet Survey Telescope,2013MNRAS.436....2M,1,1,0.6469,0.6469,,
64,45-42-66-53__WASP_19_b_3.11448_3426_2.tbl,WASP-19 b,Transmission,Zhou et al. 2013,Merope 2Kx2K,Las Cumbres Observatory Global Telescope Network (LCOGTN) 2m Faulkes Telescope South at Siding Spring Observatory (SSO),2013ApJ...774..118Z,1,1,0.866,0.866,,
65,44-11-06-65__WASP_19_b_3.11448_3586_1.tbl,WASP-19 b,Transmission,Bean et al. 2013,MMIRS,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),2013ApJ...771..108B,9,9,1.29,2.3,,
66,27-03-43-82__WASP_19_b_3.11448_3662_1.tbl,WASP-19 b,Transmission,Lendl et al. 2013,EulerCam,The Swiss Euler 1.2m Telescope,2013A&A...552A...2L,3,3,0.664,0.9124,,
67,75-89-19-05__WASP_19_b_3.11448_4116_1.tbl,WASP-19 b,Eclipse,Zhou et al. 2014,IRIS2,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),2014MNRAS.445.2746Z,1,1,2.144,2.144,,
68,17-28-62-00__WASP_21_b_3.11450_4694_1.tbl,WASP-21 b,Transmission,Chen et al. 2020,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,2020A&A...642A..54C,37,37,0.529,0.903,,
69,79-51-26-52__WASP_31_b_3.11458_3639_2.tbl,WASP-31 b,Transmission,Sing et al. 2015,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2015MNRAS.446.2428S,36,36,0.33,0.96425,,
70,77-94-18-58__WASP_31_b_3.11458_3639_3.tbl,WASP-31 b,Transmission,Sing et al. 2015,Wide Field Camera 3,Hubble Space Telescope satellite,2015MNRAS.446.2428S,25,25,1.144,1.624,,
71,07-22-48-31__WASP_33_b_3.11460_4104_1.tbl,WASP-33 b,Eclipse,Deming et al. 2012,FLAMINGOS imager,National Optical Astronomy Observatory (NOAO) 2.1 meter Telescope at Kitt Peak National Observatory (KPNO),2012ApJ...754..106D,1,1,2.15,2.15,,
72,29-83-97-72__WASP_33_b_3.11460_4118_1.tbl,WASP-33 b,Eclipse,von Essen et al. 2015,Large Binocular Camera,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,2015A&A...584A..75V,1,1,1.05,1.05,,
73,80-70-32-30__WASP_39_b_3.11466_3868_2.tbl,WASP-39 b,Transmission,Fischer et al. 2016,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2016ApJ...827...19F,33,33,0.33,0.96,,
74,45-23-09-89__WASP_39_b_3.11466_4121_1.tbl,WASP-39 b,Eclipse,Kammer et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...810..118K,2,2,3.6,4.5,,
75,74-45-82-95__WASP_39_b_3.11466_4988_2.tbl,WASP-39 b,Transmission,JWST Transiting Exoplanet Community ERS Team 2022,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2022arXiv220811692T,95,95,3.01386,5.54762,,
76,66-84-49-13__WASP_39_b_3.11466_4988_4.tbl,WASP-39 b,Transmission,JWST Transiting Exoplanet Community ERS Team 2022,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2022arXiv220811692T,243,243,3.00067,5.3405,,
77,74-34-80-11__WASP_39_b_3.11466_5078_1.tbl,WASP-39 b,Transmission,Feinstein et al. 2023,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2023Natur.614..670F,331,331,0.63096,2.79649,,
78,32-47-91-31__WASP_3_b_3.11467_3153_1.tbl,WASP-3 b,Eclipse,Christiansen et al. 2011,High Resolution Imager (HRI),Deep Impact spacecraft,2011ApJ...726...94C,1,1,0.65,0.65,,
79,38-28-31-32__WASP_3_b_3.11467_3923_1.tbl,WASP-3 b,Eclipse,Rostron et al. 2014,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2014MNRAS.441.3666R,3,3,3.6,8.0,,
80,44-28-12-51__WASP_3_b_3.11467_4119_1.tbl,WASP-3 b,Eclipse,Croll et al. 2015,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2015ApJ...802...28C,1,1,2.15,2.15,,
81,38-92-71-32__WASP_43_b_3.11469_3491_1.tbl,WASP-43 b,Transmission,Ricci et al. 2015,Mexman,Observatorio Astronomico Nacional's 0.84m Telescope,2015PASP..127..143R,3,3,0.575,0.804,,
82,42-08-97-21__WASP_43_b_3.11469_3830_2.tbl,WASP-43 b,Transmission,Hoyer et al. 2016,Sinistro,LCOGT 1m telescope at Cerro Tololo Inter-American Observatory,2016AJ....151..137H,2,2,0.477,0.7545,,
83,79-57-03-73__WASP_43_b_3.11469_4097_2.tbl,WASP-43 b,Eclipse,Gillon et al. 2012,TRAPPISTCam,European Southern Observatory (ESO) 0.6m TRAnsiting Planets and PlanetesImals Small Telescope (TRAPPIST) at La Silla Observatory,2012A&A...542A...4G,1,1,0.9159,0.9159,,
84,78-67-83-33__WASP_43_b_3.11469_4116_1.tbl,WASP-43 b,Eclipse,Zhou et al. 2014,IRIS2,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),2014MNRAS.445.2746Z,1,1,2.144,2.144,,
85,94-59-65-66__WASP_46_b_3.11472_3701_1.tbl,WASP-46 b,Transmission,Ciceri et al. 2016,DFOSC,Danish 1.54m telescope at European Southern Observatory,2016MNRAS.456..990C,1,1,0.6489,0.6489,,
86,19-98-72-97__WASP_46_b_3.11472_4122_1.tbl,WASP-46 b,Eclipse,Zhou et al. 2015,IRIS2,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),2015MNRAS.454.3002Z,1,1,2.159,2.159,,
87,97-93-03-06__WASP_4_b_3.11474_4002_1.tbl,WASP-4 b,Transmission,Huitson et al. 2017,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,2017AJ....154...95H,4,4,0.525,0.7125,,
88,79-72-76-16__WASP_4_b_3.11474_4095_1.tbl,WASP-4 b,Eclipse,Beerer et al. 2011,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2011ApJ...727...23B,2,2,3.6,4.5,,
89,24-59-47-17__WASP_5_b_3.11476_3425_1.tbl,WASP-5 b,Eclipse,Chen et al. 2014,GROND,European Southern Observatory (ESO)/Max Planck Gesellschaft (MPG) 2.2m Telescope at La Silla Observatory,2014A&A...563A..40C,2,2,1.22,2.19,,
90,83-97-41-15__WASP_5_b_3.11476_4122_1.tbl,WASP-5 b,Eclipse,Zhou et al. 2015,IRIS2,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),2015MNRAS.454.3002Z,1,1,2.159,2.159,,
91,69-25-10-36__WASP_6_b_3.11477_4121_1.tbl,WASP-6 b,Eclipse,Kammer et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...810..118K,2,2,3.6,4.5,,
92,19-97-80-05__XO_2_N_b_3.11481_4246_2.tbl,XO-2 N b,Transmission,Pearson et al. 2019,KOSMOS,National Optical Astronomy Observatory (NOAO) 4m Nicholas U. Mayall Telescope at Kitt Peak National Observatory (KPNO),2019AJ....157...21P,86,86,0.384,0.6558,,
93,33-78-15-76__XO_2_N_b_3.11481_4248_1.tbl,XO-2 N b,Transmission,Sing et al. 2011,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,2011A&A...527A..73S,4,4,0.6792,0.8839,,
94,84-63-41-53__XO_3_b_3.11482_3924_1.tbl,XO-3 b,Eclipse,Wong et al. 2014,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2014ApJ...794..134W,1,1,4.5,4.5,,
95,13-35-29-69__XO_4_b_3.11483_3155_1.tbl,XO-4 b,Eclipse,Todorov et al. 2012,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2012ApJ...746..111T,2,2,3.6,4.5,,
96,34-59-31-62__KELT_1_b_3.11521_4113_1.tbl,KELT-1 b,Eclipse,Beatty et al. 2014,Apogee CCD,University of Louisville 0.6m (24inch) Telescope at Moore Observatory,2014ApJ...783..112B,1,1,0.905,0.905,,
97,58-34-57-54__KELT_1_b_3.11521_4119_1.tbl,KELT-1 b,Eclipse,Croll et al. 2015,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2015ApJ...802...28C,1,1,2.19,2.19,,
98,61-20-18-92__KELT_2_A_b_3.11522_4195_1.tbl,KELT-2 A b,Eclipse,Piskorz et al. 2018,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2018AJ....156..133P,2,2,3.6,4.5,,
99,93-70-66-95__GJ_3470_b_3.11524_3413_3.tbl,GJ 3470 b,Transmission,Biddle et al. 2014,,European Southern Observatory (ESO) 0.6m TRAnsiting Planets and PlanetesImals Small Telescope (TRAPPIST) at La Silla Observatory,2014MNRAS.443.1810B,2,2,0.9222,0.9222,,
100,64-74-60-84__GJ_3470_b_3.11524_3413_6.tbl,GJ 3470 b,Transmission,Biddle et al. 2014,SBIG imager,LCOGT 1m telescope at McDonald Observatory,2014MNRAS.443.1810B,3,3,0.6274,0.7695,,
101,37-90-72-19__GJ_3470_b_3.11524_3413_9.tbl,GJ 3470 b,Transmission,Biddle et al. 2014,Large Monolithic Imager,Lowell Observatory's 4.3-m Discovery Channel Telescope,2014MNRAS.443.1810B,1,1,0.7886,0.7886,,
102,07-17-88-10__GJ_3470_b_3.11524_3413_11.tbl,GJ 3470 b,Transmission,Biddle et al. 2014,EulerCam,The Swiss Euler 1.2m Telescope,2014MNRAS.443.1810B,1,1,0.9222,0.9222,,
103,61-55-86-38__GJ_3470_b_3.11524_3569_1.tbl,GJ 3470 b,Transmission,Ehrenreich et al. 2014,Wide Field Camera 3,Hubble Space Telescope satellite,2014A&A...570A..89E,107,107,1.153,1.645,,
104,03-65-03-60__GJ_3470_b_3.11524_3712_3.tbl,GJ 3470 b,Transmission,Dragomir et al. 2015,Fairchild CCD486 BI,LCOGT 2m telescope at Haleakala Observatory,2015ApJ...814..102D,1,1,0.49,0.49,,
105,40-34-28-83__GJ_3470_b_3.11524_3890_1.tbl,GJ 3470 b,Transmission,Awiphan et al. 2016,Multiple Instruments,Multiple Observatories,2016MNRAS.463.2574A,1,1,0.6469,0.6469,,
106,28-07-07-79__GJ_3470_b_3.11524_4359_3.tbl,GJ 3470 b,Transmission,Benneke et al. 2019,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2019NatAs...3..813B,2,2,3.6,4.5,,
107,13-19-61-84__WASP_67_b_3.11547_3450_4.tbl,WASP-67 b,Transmission,Mancini et al. 2014,EulerCam,The Swiss Euler 1.2m Telescope,2014A&A...568A.127M,1,1,0.6641,0.6641,,
108,36-40-14-37__WASP_52_b_3.11565_3992_1.tbl,WASP-52 b,Transmission,Louden et al. 2017,ACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,2017MNRAS.470..742L,19,19,0.4125,0.8625,,
109,56-31-13-75__WASP_80_b_3.11585_3542_2.tbl,WASP-80 b,Transmission,Triaud et al. 2015,Multiple Instruments,Multiple Observatories,2015MNRAS.450.2279T,2,2,0.62,0.9,,
110,50-86-70-29__WASP_80_b_3.11585_3542_3.tbl,WASP-80 b,Transmission,Triaud et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015MNRAS.450.2279T,2,2,3.6,4.5,,
111,19-06-22-12__WASP_80_b_3.11585_3542_4.tbl,WASP-80 b,Transmission,Triaud et al. 2015,DFOSC,Danish 1.54m telescope at European Southern Observatory,2015MNRAS.450.2279T,1,1,0.8,0.8,,
112,50-27-99-12__WASP_80_b_3.11585_4197_1.tbl,WASP-80 b,Transmission,Kirk et al. 2018,ACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,2018MNRAS.474..876K,34,34,0.479,0.879,,
113,43-29-05-07__WASP_103_b_3.11649_3854_2.tbl,WASP-103 b,Transmission,Southworth &amp; Evans 2016,DFOSC,Danish 1.54m telescope at European Southern Observatory,2016MNRAS.463...37S,2,2,0.6589,0.82,,
114,92-38-86-80__WASP_103_b_3.11649_4693_1.tbl,WASP-103 b,Transmission,Wilson et al. 2020,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,2020MNRAS.497.5155W,16,16,0.3943,0.6043,,
115,70-80-04-02__WASP_69_b_3.11714_4696_1.tbl,WASP-69 b,Transmission,Murgas et al. 2020,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,2020A&A...641A.158M,30,30,0.525,0.895,,
116,21-06-88-31__K2_3_d_3.11743_3773_1.tbl,K2-3 d,Transmission,Beichman et al. 2016,Kepler CCD Array,The Kepler Mission,2016ApJ...822...39B,1,1,0.6,0.6,,
117,45-00-90-33__WASP_74_b_3.11772_4289_4.tbl,WASP-74 b,Transmission,Mancini et al. 2019,Wide Field Camera 3,Hubble Space Telescope satellite,2019MNRAS.485.5168M,18,18,1.126,1.625,,
118,77-18-82-78__K2_18_b_3.11793_4609_1.tbl,K2-18 b,Transmission,Benneke et al. 2019,Wide Field Camera 3,Hubble Space Telescope satellite,2019ApJ...887L..14B,17,17,1.14,1.61,,
119,92-45-68-15__GJ_1132_b_3.11819_4179_1.tbl,GJ 1132 b,Transmission,Diamond-Lowe et al. 2018,LDSS-3C,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),2018AJ....156...42D,17,17,0.71,1.03,,
120,21-39-75-77__K2_26_b_3.11845_3773_1.tbl,K2-26 b,Transmission,Beichman et al. 2016,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2016ApJ...822...39B,1,1,4.5,4.5,,
121,75-34-32-80__TRAPPIST_1_b_3.11876_5123_1.tbl,TRAPPIST-1 b,Eclipse,Greene et al. 2023,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2023Natur.618...39G,1,1,15.0,15.0,,
122,14-02-08-63__WASP_121_b_3.11900_4003_2.tbl,WASP-121 b,Eclipse,Evans et al. 2017,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2017Natur.548...58E,1,1,3.6,3.6,,
123,63-36-56-78__WASP_121_b_3.11900_4628_1.tbl,WASP-121 b,Eclipse,Mikal-Evans et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020MNRAS.496.1638M,28,28,1.129,1.628,,
124,25-32-15-31__KELT_11_b_3.12023_4692_1.tbl,KELT-11 b,Transmission,Col&oacute;n et al. 2020,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2020AJ....160..280C,1,1,3.6,3.6,,
125,55-32-83-74__KELT_9_b_3.12026_4597_1.tbl,KELT-9 b,Transmission,Cauley et al. 2019,Potsdam Echelle Polarimetric & Spectroscopic Instrument (PEPSI),LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,2019AJ....157...69C,19,19,0.48051,0.65628,,
126,93-35-74-72__WASP_107_b_3.12045_4176_1.tbl,WASP-107 b,Transmission,Kreidberg et al. 2018,Wide Field Camera 3,Hubble Space Telescope satellite,2018ApJ...858L...6K,20,20,1.133,1.616,,
127,00-45-92-75__GJ_486_b_3.12681_5146_1.tbl,GJ 486 b,Transmission,Moran et al. 2023,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2023ApJ...948L..11M,110,110,2.867,5.155,,
128,75-41-65-85__Kepler_410_A_b_3.136_3665_1.tbl,Kepler-410 A b,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
129,51-56-20-03__KOI_13_b_3.155_3665_1.tbl,KOI-13 b,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
130,81-88-53-34__Kepler_102_e_3.157_3665_1.tbl,Kepler-102 e,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
131,80-53-96-33__Kepler_14_b_3.158_3665_1.tbl,Kepler-14 b,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
132,91-00-36-78__Kepler_68_b_3.175_3665_2.tbl,Kepler-68 b,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
133,84-97-10-74__Kepler_62_e_3.1785_3665_2.tbl,Kepler-62 e,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
134,75-39-98-16__Kepler_32_d_3.1803_3665_2.tbl,Kepler-32 d,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
135,83-72-44-57__Kepler_20_d_3.20_3665_2.tbl,Kepler-20 d,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
136,65-90-39-46__Kepler_102_d_3.204_3665_2.tbl,Kepler-102 d,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
137,38-67-45-13__Kepler_25_c_3.209_3665_1.tbl,Kepler-25 c,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
138,94-74-21-90__Kepler_37_d_3.211_3665_2.tbl,Kepler-37 d,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,2,2,4.5,4.5,,
139,24-77-55-16__Kepler_93_b_3.216_3665_1.tbl,Kepler-93 b,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,2,2,4.5,4.5,,
140,59-66-66-62__TrES_2_b_3.237_3622_1.tbl,TrES-2 b,Transmission,Ranjan et al. 2014,WFC3,Hubble Space Telescope satellite,2014ApJ...785..148R,10,10,1.0965,1.6535,,
141,65-60-10-07__Kepler_18_d_3.245_3665_1.tbl,Kepler-18 d,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
