target,planet,visit,det,bin,wave_lo_um,wave_hi_um,n_fits,sigma_cal_ppm,sigma_resid_ppm,bias_slope,dd_obs_ppm,cal_vs_boot,ul95_abs_dd_ppm
TOI-1685,TOI-1685 b,jw04195001001,nrs1,0,2.861945218061805,2.969280119346575,40,45.42456508831543,38.747309306648106,1.0656301153154293,-92.28444162971248,0.9217398595992358,167.00785119999136
TOI-1685,TOI-1685 b,jw04195001001,nrs1,1,2.969280119346575,3.076615020631345,40,60.855252184477415,57.71565264518198,0.9366231244505351,53.11410609463714,1.1000307066688444,153.22099593810248
TOI-1685,TOI-1685 b,jw04195001001,nrs1,2,3.076615020631345,3.1839499219161147,40,41.32495014424961,47.01413871944468,1.182711678314476,-8.18974247860163,0.8046830257051573,76.16928546589224
TOI-1685,TOI-1685 b,jw04195001001,nrs1,3,3.1839499219161147,3.2912848232008844,40,48.649554132624594,38.27386182649531,1.1025282910110559,94.2339651586224,1.2266959700747837,174.26248170678986
TOI-1685,TOI-1685 b,jw04195001001,nrs1,4,3.2912848232008844,3.398619724485654,40,71.983888412688,66.05352989477151,0.9540833032247168,-7.574501952987956,1.034213178747989,125.98799839185972
TOI-1685,TOI-1685 b,jw04195001001,nrs1,5,3.398619724485654,3.505954625770424,40,41.41179760752239,39.01956166856247,1.0481109146362735,79.90191194773473,0.9490804406168517,148.02431901210906
TOI-1685,TOI-1685 b,jw04195001001,nrs1,6,3.505954625770424,3.6132895270551937,40,22.058145424129034,36.49605896873259,0.8529453653369248,-127.42722019079316,0.5525004812734059,163.71286941348544
TOI-1685,TOI-1685 b,jw04195001001,nrs1,7,3.6132895270551937,3.720624428339963,40,52.11854687365074,50.62108266157405,1.0664149209413298,-73.94085634634072,0.9750607565161783,159.6758659534962
TOI-1685,TOI-1685 b,jw04195001001,nrs2,0,3.819573250734604,3.989295016665008,40,33.63714009041179,37.03372254630598,1.0134059390089454,-161.0615742068061,0.7173226467488659,216.3946696555335
TOI-1685,TOI-1685 b,jw04195001001,nrs2,1,3.989295016665008,4.159016782595411,40,80.02358747904633,84.74080529171265,0.9262033088452848,-19.35139696867237,1.0739380229894189,150.99019837170357
TOI-1685,TOI-1685 b,jw04195001001,nrs2,2,4.159016782595411,4.328738548525815,40,59.83813419560306,55.990052541503935,0.9412328247097842,36.81848672938487,1.006989122984222,135.2522174811519
TOI-1685,TOI-1685 b,jw04195001001,nrs2,3,4.328738548525815,4.498460314456218,40,100.68475094997106,86.8557235109171,0.9692161681318451,33.37557093252813,1.1225431646233388,199.0019862452305
