pl_name,spec_type,spec_id_a,spec_id_b,authors_a,authors_b,instrument_a,instrument_b,same_instrument,epoch_class,tested,n,n_interp,offset,offset_err,chi2,dof,p_value,chi2_red,slope,slope_err,p_slope,chi2_red_slope,shared_suspect,significant
L 98-59 b,Transmission,874,880,Damiano et al. 2022,Damiano et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,18.0,0.0,0.0023643837470839345,0.0014012156656010126,27.19743497388417,17.0,0.05523506970724626,1.5998491161108337,-0.009365446815605792,0.00928896320876595,0.05153540808284455,1.6363062217305677,False,False
GJ 1132 b,Transmission,1086,1091,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,Near Infrared Spectrograph (NIRSpec) - G395M,True,unknown,True,58.0,0.0,0.00019403152202775577,0.0010181217210920622,74.7520480216442,57.0,0.0574095868874729,1.311439438976214,-0.0003602085817285145,0.0017955725339725307,0.048067963693070065,1.3341393557699237,False,False
WASP-17 b,Transmission,254,255,Sing et al. 2016,Sedaghati et al. 2016,Space Telescope Imaging Spectrograph,FORS2,False,unknown,True,7.0,2.0,0.0617104457916365,0.013944847251359633,12.198571132837671,6.0,0.05768273416843177,2.0330951888062785,-0.07437674091290163,0.2934917210529864,0.03299254377438946,2.4268698634684256,False,False
WASP-39 b,Transmission,171,303,JWST Transiting Exoplanet Community ERS Team 2022,Ahrer et al. 2023,Near Infrared Spectrograph (NIRSpec),Near Infrared Camera (NIRCam),False,unknown,True,42.0,11.0,-0.019449718057465346,0.0025678792168851495,56.107875534056674,41.0,0.05816737029148062,1.3684847691233335,-0.0006180624722561547,0.009096235753242888,0.04689519070764698,1.4025814682789357,False,False
WASP-18 b,Eclipse,216,481,Arcangeli et al. 2018,Coulombe et al. 2023,Wide Field Camera 3,Near Infrared Imager and Slitless Spectrograph (NIRISS),False,unknown,True,14.0,0.0,0.004827785724372219,0.0009508372460526972,21.764124242934795,13.0,0.05912600068227786,1.6741634033026764,0.013725508022667525,0.007357443807241445,0.10733734373192813,1.523661191262854,False,False
TRAPPIST-1 e,Transmission,1032,1033,Espinoza et al. 2025,Espinoza et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,Near Infrared Spectrograph (NIRSpec) - PRISM,True,unknown,True,67.0,0.0,-0.027619601309941906,0.0018921297969668625,84.78157278588343,66.0,0.05961533698290179,1.2845692846345973,0.009896011699407905,0.0017223886792952364,0.8830463628248774,0.7964710582212722,False,False
GJ 341 b,Transmission,996,1001,Kirk et al. 2024,Kirk et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,unknown,True,53.0,0.0,0.000169288367485392,0.0005037403610989706,68.56682659776905,52.0,0.06151540742062477,1.3185928191878664,-0.00815473135139811,0.001851549356226692,0.546658233678076,0.9641018427656987,False,False
HD 209458 b,Transmission,266,729,Evans et al. 2015,Xue et al. 2024,IRAC,Near Infrared Camera (NIRCam),False,unknown,True,4.0,4.0,-0.010774463733106494,0.006394775632189042,7.31649490735542,3.0,0.06246576611143754,2.43883163578514,0.033949243406106534,0.016031551209257883,0.2426772607795175,1.416022863348051,False,False
TOI-776 c,Transmission,954,958,Teske et al. 2025,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,104.0,0.0,-0.003612854812095185,0.00044409330490866093,125.80404828301047,103.0,0.06295978776796998,1.2213985270195191,0.001483738930815119,0.000811866585151652,0.08184447851743418,1.2006279859390936,False,False
55 Cnc e,Eclipse,856,860,Patel et al. 2024,Patel et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,independent,True,30.0,30.0,-0.0007455229255079247,0.0005103832127585655,41.255805468664576,29.0,0.06540239570358498,1.4226139816780887,-0.0008712778028145986,0.0018687737758960308,0.053271577497822915,1.4656584054468562,False,False
WASP-39 b,Transmission,835,837,Carter et al. 2024,Carter et al. 2024,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,25.0,1.0,0.018935788618271134,0.0018211125111121573,35.19884475421737,24.0,0.06550633277518988,1.4666185314257236,0.00583354057637682,0.0069101120521327586,0.05844763546644583,1.4993984893265158,False,False
WASP-6 b,Transmission,713,1788,Jord&aacute;n et al. 2013,Carter et al. 2020,IMACS spectrograph,Space Telescope Imaging Spectrograph,False,unknown,True,8.0,1.0,0.2107983006220349,0.012277270811812775,13.225781943634004,7.0,0.06679464368392779,1.8893974205191435,0.38485458619095764,0.15029205543938168,0.3525906684214408,1.111423141353072,False,False
WASP-39 b,Transmission,834,871,Carter et al. 2024,Rustamkulov et al. 2023,Near Infrared Imager and Slitless Spectrograph (NIRISS),Near Infrared Spectrograph (NIRSpec) - PRISM,False,unknown,True,21.0,21.0,-0.008326176426691253,0.0023284348673874764,30.048540733892988,20.0,0.06907093549114478,1.5024270366946495,-0.024039355609464467,0.04779543059982748,0.05445849821337811,1.5681878148451478,False,False
TRAPPIST-1 d,Transmission,1069,1070,Piaulet-Ghorayeb et al. 2025,Piaulet-Ghorayeb et al. 2025,Near Infrared Spectrograph (NIRSpec) - PRISM,Near Infrared Spectrograph (NIRSpec) - PRISM,True,unknown,True,24.0,0.0,0.01632007727129039,0.0031068501332060365,33.67296172676379,23.0,0.07003713621676833,1.4640418142071212,-8.876234407968208e-05,0.0024105226586691926,0.05303070646632161,1.530527536525968,False,False
WASP-39 b,Transmission,449,871,Sing et al. 2016,Rustamkulov et al. 2023,Space Telescope Imaging Spectrograph,Near Infrared Spectrograph (NIRSpec) - PRISM,False,unknown,True,19.0,4.0,0.014387528359176295,0.007614150418690191,27.501957872843544,18.0,0.0700500046770287,1.527886548491308,-0.06375401880702397,0.06450716113178113,0.06540923235907341,1.5603042480825964,False,False
TOI-5205 b,Transmission,1602,1606,Ca&ntilde;as et al. 2026,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,Near Infrared Spectrograph (NIRSpec) - PRISM,True,unknown,True,469.0,0.0,0.02340088359712485,0.00247965971437947,513.8536006436084,468.0,0.07023224592502049,1.0979777791530094,0.0006663977329584861,0.0025925917319081387,0.06625951456447339,1.1001874335924364,False,False
WASP-39 b,Transmission,833,871,Carter et al. 2024,Rustamkulov et al. 2023,Near Infrared Camera (NIRCam),Near Infrared Spectrograph (NIRSpec) - PRISM,False,unknown,True,49.0,2.0,0.016613997666005048,0.0016320519874844673,63.12285727713372,48.0,0.07046030271731395,1.3150595266069525,0.002971228446184715,0.0037121924842706266,0.06474024727742045,1.3294089704202692,False,False
WASP-107 b,Transmission,765,774,Sing et al. 2024,Welbanks et al. 2024,Near Infrared Spectrograph (NIRSpec),Near Infrared Camera (NIRCam),False,unknown,True,72.0,0.0,-0.029604028207373,0.0022267580682933433,88.78322685574516,71.0,0.07519175827262631,1.2504679838837345,0.019154111841469316,0.007557149974301995,0.14817086370580995,1.1765598715237207,False,False
WASP-39 b,Transmission,75,173,JWST Transiting Exoplanet Community ERS Team 2022,Alderson et al. 2023,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395H,False,unknown,True,88.0,4.0,0.004935598280809662,0.0015971741515407867,106.15115639620186,87.0,0.079728714789349,1.2201282344391018,-0.009121647408780863,0.002829903312452923,0.22116363876396694,1.1135052070338727,False,False
WASP-18 b,Eclipse,61,259,Coulombe et al. 2023,Coulombe et al. 2023,Near Infrared Imager and Slitless Spectrograph (NIRISS),Near Infrared Imager and Slitless Spectrograph (NIRISS),True,unknown,True,403.0,5.0,-0.001200487943104988,0.0006445090542302051,442.38908784860376,402.0,0.08036101831455962,1.1004703677825964,-0.0024523525031858485,0.0017770076311793429,0.08467368076523747,1.0984652382282927,False,False
WASP-17 b,Transmission,537,912,Saba et al. 2022,Louie et al. 2025,Wide Field Camera 3,Near Infrared Imager and Slitless Spectrograph (NIRISS),False,unknown,True,6.0,0.0,0.026450363062209655,0.005147648534545064,9.767603943874436,5.0,0.08209434065513857,1.953520788774887,0.14285931175114355,0.13687904264972864,0.06966275010221507,2.169578691481524,False,False
WASP-80 b,Transmission,188,892,Fukui et al. 2014,Wong et al. 2022,SIRIUS,Wide Field Camera 3,False,unknown,True,3.0,3.0,0.044419958160657205,0.023068426603496024,4.997676626567267,2.0,0.08218041108537764,2.4988383132836334,,,,,False,False
WASP-39 b,Transmission,76,173,JWST Transiting Exoplanet Community ERS Team 2022,Alderson et al. 2023,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395H,False,unknown,True,219.0,219.0,0.018980182268666088,0.0017709616260257817,247.46507202905877,218.0,0.08322215654767207,1.135160880867242,-0.03286113013451416,0.00318532143109568,0.999983712939976,0.6499375303053665,False,False
HD 15337 c,Transmission,1767,1769,Wallack et al. 2026,Wallack et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,unknown,True,106.0,106.0,-0.002832864771146775,0.0006301513147605338,125.45130773514066,105.0,0.08469748401615021,1.194774359382292,-0.0027061400227146853,0.0011515423546319663,0.1360337781916499,1.1531610049570362,False,False
WASP-39 b,Transmission,303,836,Ahrer et al. 2023,Carter et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Spectrograph (NIRSpec),False,unknown,True,5.0,0.0,0.017229686480942343,0.005773474789123156,8.101907812046539,4.0,0.08791570790265613,2.0254769530116348,0.14522028981083385,0.10919644127463476,0.0964747820796944,2.1110917337245327,False,False
HD 189733 b,Transmission,262,463,Barnes et al. 2016,Sing et al. 2011,HARPS Echelle Spectrograph,Space Telescope Imaging Spectrograph,False,unknown,True,4.0,4.0,0.8324812628449647,0.09067282935051263,6.523844290442337,3.0,0.08872687242704898,2.174614763480779,3.8343351960634773,1.7445201585589112,0.42892573884298324,0.8464714779682707,False,False
GJ 1132 b,Transmission,560,1086,May et al. 2023,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395M,False,unknown,True,54.0,0.0,0.0019122293935711116,0.0010048143636099825,67.23696044266964,53.0,0.09030826824913354,1.2686218951447101,0.0007017161404889929,0.001766419490178601,0.07782354432907736,1.2899836573532928,False,False
K2-18 b,Transmission,543,544,Madhusudhan et al. 2023,Madhusudhan et al. 2023,Near Infrared Spectrograph (NIRSpec),Near Infrared Imager and Slitless Spectrograph (NIRISS),False,unknown,True,42.0,0.0,0.012278823556546649,0.01064200857899653,53.505613653655175,41.0,0.09122070668190886,1.3050149671623212,-0.5615542722522788,0.46073067410501894,0.09649845187594115,1.3005014251767313,False,False
HD 209458 b,Transmission,266,728,Evans et al. 2015,Xue et al. 2024,IRAC,Near Infrared Camera (NIRCam),False,unknown,True,4.0,4.0,-0.012970370100690964,0.006502975968621368,6.412154876811387,3.0,0.09319202638156546,2.137384958937129,0.030593533571108195,0.016139457664977656,0.2442709138453381,1.409477366974218,False,False
WASP-121 b,Transmission,223,679,Evans et al. 2016,Edwards et al. 2023,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,25.0,0.0,-0.00380416374828305,0.0018554273941163314,33.53185729275622,24.0,0.09333934379783625,1.3971607205315093,0.025182384178039433,0.013168214985844895,0.1530315884126828,1.2989013787412385,False,False
TOI-1685 b,Transmission,1026,1572,Luque et al. 2025,Fisher et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,unknown,True,24.0,1.0,-0.0010140980663718695,0.001019898300739073,32.28599442393371,23.0,0.09434030734868447,1.4037388879971178,-0.0016341158018227148,0.004547346967295702,0.07476081858093322,1.4616753539269147,False,False
WASP-107 b,Transmission,550,551,Dyrek et al. 2024,Dyrek et al. 2024,Mid-Infrared Instrument (MIRI) - LRS,Mid-Infrared Instrument (MIRI) - LRS,True,unknown,True,49.0,0.0,-0.0032804963008606254,0.0018210264923936691,61.26530490082131,48.0,0.09463536169552879,1.2763605187671108,0.003301068274725625,0.0011272767607172578,0.2633973032600832,1.1210645292552546,False,False
WASP-17 b,Transmission,254,541,Sing et al. 2016,Saba et al. 2022,Space Telescope Imaging Spectrograph,Space Telescope Imaging Spectrograph,True,unknown,True,9.0,0.0,-0.054082235458798165,0.012200983153235031,13.44659971333215,8.0,0.09737953294821916,1.6808249641665187,0.7413034065928465,0.23857703282362291,0.8034002080718599,0.5417128454774944,False,False
WASP-52 b,Transmission,108,1701,Louden et al. 2017,Alam et al. 2018,ACAM,Space Telescope Imaging Spectrograph,False,unknown,True,19.0,1.0,-0.015971860729049398,0.009734490882408017,26.01633237671208,18.0,0.09938506345254548,1.4453517987062265,-0.197691923419775,0.08166078943125096,0.2663472814468913,1.1856244697991691,False,False
GJ 3470 b,Transmission,103,660,Ehrenreich et al. 2014,Edwards et al. 2023,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,23.0,0.0,-0.014002102019045424,0.003985424309583656,30.68681308919546,22.0,0.10270437975400025,1.3948551404179754,-0.01641930267704369,0.028476164096440625,0.0850953196556439,1.4454451284496104,False,False
TOI-776 c,Transmission,954,955,Teske et al. 2025,Teske et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,106.0,106.0,-0.001903073991204576,0.0004650481167514028,123.6948622035643,105.0,0.10276239493241349,1.1780463067006124,0.0017167784224209526,0.0008410582123533221,0.1416273323731908,1.1493107142892884,False,False
HD 189733 b,Transmission,464,501,Swain et al. 2008,Changeat et al. 2022,Near Infrared Camera and Multi-Object Spectrometer,Wide Field Camera 3,False,unknown,True,3.0,3.0,0.05034744401057048,0.008647483789240525,4.54828733980014,2.0,0.10288497422347029,2.27414366990007,,,,,False,False
GJ 1132 b,Transmission,558,1090,May et al. 2023,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395M,False,unknown,True,59.0,0.0,-0.0010333543094859083,0.001008029803748915,71.80482576688209,58.0,0.1051028875449826,1.238014237360036,0.0013763045516195472,0.0016911656143692904,0.09854876407613183,1.248114432084792,False,False
L 168-9 b,Transmission,904,905,Alam et al. 2025,Alam et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,53.0,53.0,6.62522004439462e-05,0.0006521175067595882,65.0827047078453,52.0,0.10511944543957898,1.251590475150871,0.005480821187413405,0.0012487429277200045,0.6789822746947305,0.8984070931745842,False,False
GJ 1132 b,Transmission,1090,1091,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,Near Infrared Spectrograph (NIRSpec) - G395M,True,unknown,True,64.0,0.0,0.001575216712888157,0.0010317981560821277,77.36668713933334,63.0,0.10525377012942687,1.228042653005291,0.0007611304338364886,0.0017384582647358583,0.09276026581062605,1.2447580882867164,False,False
WASP-39 b,Transmission,833,837,Carter et al. 2024,Carter et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Spectrograph (NIRSpec),False,unknown,True,42.0,3.0,0.030257662386479495,0.0015692390449189941,52.51374600236923,41.0,0.10731421599491317,1.2808230732285177,-0.00028480723683977017,0.0035737647117183424,0.0889289228785796,1.3126848721287525,False,False
TRAPPIST-1 e,Transmission,1034,1698,Espinoza et al. 2025,Zhang et al. 2018,Near Infrared Spectrograph (NIRSpec) - PRISM,Wide Field Camera 3,False,unknown,True,12.0,1.0,0.014892858180407042,0.005343189657697954,17.008611306523388,11.0,0.1076211234032763,1.5462373915021261,-0.09572513292238886,0.03740212549880361,0.40124231144970657,1.045833846975718,False,False
HAT-P-26 b,Transmission,397,566,Wakeford et al. 2017,A-thano et al. 2023,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,18.0,0.0,0.0003956763701789061,0.0014111379829911392,24.439588904857445,17.0,0.1079746561976799,1.4376228767563202,0.012509775670120602,0.006722962559283316,0.17938920838149297,1.3110740976253559,False,False
AF Lep b,Direct Imaging,1609,1610,De Rosa et al. 2023,Mesa et al. 2023,SPHERE - IFS and IRDIS,SPHERE - IFS and IRDIS,True,unknown,True,19.0,19.0,-3.658998232681454e-17,6.199407132511676e-18,25.64828559965939,18.0,0.10807593047810983,1.4249047555366328,6.171835015816305e-17,1.8896272963286663e-17,0.5968898644732095,0.8812029495138061,False,
WASP-39 b,Transmission,836,837,Carter et al. 2024,Carter et al. 2024,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,29.0,0.0,0.010866990153870505,0.0024388358820303887,37.46244905839531,28.0,0.10900787131898142,1.3379446092284037,0.0028199589532945206,0.006601926552396246,0.08995867099571568,1.380740700744253,False,False
TOI-1685 b,Transmission,1026,1570,Luque et al. 2025,Fisher et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,unknown,True,24.0,1.0,-0.000470449142886804,0.0009380339774325344,31.57382063614756,23.0,0.10933623984275607,1.3727748102672852,0.0018782687723771134,0.0041999258659654376,0.08871613172598057,1.4260827094816457,False,False
L 98-59 c,Transmission,939,942,Scarsdale et al. 2024,Scarsdale et al. 2024,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,106.0,106.0,0.0009237920955368834,0.0005139755205340977,123.05015802756685,105.0,0.11009834282012126,1.1719062669292082,0.0029990999386107814,0.0009300260205146265,0.26437521462956776,1.0831841890998877,False,False
WASP-17 b,Transmission,537,1015,Saba et al. 2022,Alderson et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,11.0,1.0,-0.007733509286660209,0.004025229791099803,15.618953956426255,10.0,0.11107224538432034,1.5618953956426256,0.01311057396374839,0.05402856990321657,0.07665649918345246,1.7288966744586232,False,False
LHS 1140 b,Transmission,801,802,Damiano et al. 2024,Damiano et al. 2024,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec),True,unknown,True,4.0,0.0,0.002969012904287943,0.0026946368235980585,5.9662779412765685,3.0,0.11326245261886689,1.9887593137588562,-0.1269841416549286,0.053912330845694564,0.811211525700803,0.20922643803510488,False,False
HAT-P-32 b,Transmission,211,1728,Nortmann et al. 2016,Alam et al. 2020,OSIRIS,Space Telescope Imaging Spectrograph,False,unknown,True,17.0,1.0,-0.03897591376360679,0.006825969885374142,23.004869192250975,16.0,0.11360440212737377,1.437804324515686,-0.14877505848937983,0.06893294792637422,0.24487269240051546,1.2231195560513097,False,False
HAT-P-18 b,Transmission,428,803,Kirk et al. 2017,Fournier-Tondreau et al. 2024,ACAM,Near Infrared Imager and Slitless Spectrograph (NIRISS),False,unknown,True,12.0,0.0,0.004997323880191398,0.005022684255637317,16.753413715060745,11.0,0.11538410129104425,1.5230376104600678,-0.01437281716635494,0.055164354682011085,0.08161852057976483,1.6685529825563683,False,False
WASP-19 b,Transmission,283,1672,Huitson et al. 2013,Sedaghati et al. 2017,Space Telescope Imaging Spectrograph,FORS2,False,unknown,True,3.0,0.0,0.0008218702271619485,0.011497947286749686,4.292858074851612,2.0,0.11690086191603173,2.146429037425806,,,,,False,False
Kepler-51 b,Transmission,1616,1617,Libby-Roberts et al. 2020,Libby-Roberts et al. 2020,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,20.0,0.0,-0.037991143805786644,0.01133561407395461,26.47471571396461,19.0,0.11749606381540006,1.3934060902086636,0.09967792951335544,0.08686154893428485,0.12062968838950719,1.3976580996607608,False,False
WASP-39 b,Transmission,449,834,Sing et al. 2016,Carter et al. 2024,Space Telescope Imaging Spectrograph,Near Infrared Imager and Slitless Spectrograph (NIRISS),False,unknown,True,8.0,1.0,0.0223283913178303,0.011472472792260238,11.51919269674255,7.0,0.11752085732258646,1.645598956677507,-0.5218460421808141,0.2300260058612053,0.382784116487037,1.0620780532406215,False,False
55 Cnc e,Eclipse,854,856,Patel et al. 2024,Patel et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,independent,True,30.0,30.0,0.004699347604470018,0.000509134125955602,38.15002700322297,29.0,0.11903614377512886,1.3155181725249299,-0.0014468797983869274,0.0018643203034974095,0.10726563388452888,1.340989706059606,False,False
HAT-P-18 b,Transmission,19,428,Fu et al. 2022,Kirk et al. 2017,Near Infrared Imager and Slitless Spectrograph (NIRISS),ACAM,False,unknown,True,12.0,0.0,0.010756168648895248,0.0054125246453857676,16.33480080699089,11.0,0.1291495797404826,1.4849818915446265,-0.01560680767753663,0.05838747529784331,0.09233771645917767,1.6263353022878444,False,False
WASP-19 b,Transmission,279,582,Huitson et al. 2013,Changeat et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,5.0,0.0,0.10411262450603152,0.006297082699620269,7.126412186478889,4.0,0.1293568226431292,1.7816030466197224,-0.07528135428729577,0.052412114128188254,0.16721640587741304,1.6877846451882583,False,False
WASP-12 b,Transmission,53,248,Stevenson et al. 2014,Sing et al. 2013,Wide Field Camera 3,Space Telescope Imaging Spectrograph,False,unknown,True,12.0,0.0,0.0320650388852618,0.004906437505674745,16.252763889714757,11.0,0.13200349019877403,1.4775239899740689,0.05352588916582671,0.018177799981213584,0.669568710919401,0.7582243972222459,False,False
GJ 1132 b,Transmission,1082,1087,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,Near Infrared Spectrograph (NIRSpec) - G395M,True,unknown,True,58.0,0.0,0.004544240094106451,0.00104491714754758,68.98739911284781,57.0,0.13265664135410365,1.2103052475938212,-0.0002701971275585361,0.001882614968580564,0.11436889954024371,1.2315500085342215,False,False
WASP-39 b,Transmission,298,871,Nikolov et al. 2016,Rustamkulov et al. 2023,FORS2,Near Infrared Spectrograph (NIRSpec) - PRISM,False,unknown,True,17.0,3.0,0.005486097047518106,0.007067768909873791,22.326986717541807,16.0,0.13294389800519535,1.395436669846363,-0.19819264998634104,0.10041591381754145,0.24066368538953772,1.2287617203982688,False,False
WASP-80 b,Transmission,112,890,Kirk et al. 2018,Wong et al. 2022,ACAM,Space Telescope Imaging Spectrograph,False,unknown,True,9.0,1.0,0.06718165488331332,0.009034216124830645,12.400416307555588,8.0,0.13421246946547474,1.5500520384444485,0.11808327551875937,0.10993581930573613,0.1282141556110099,1.606671687758498,False,False
GJ 1132 b,Transmission,556,1086,May et al. 2023,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec),Near Infrared Spectrograph (NIRSpec) - G395M,False,unknown,True,54.0,0.0,0.003002256162443401,0.000988557020924926,64.31341230643257,53.0,0.13722066022988888,1.2134606095553315,5.964131169495202e-05,0.0017323561162322964,0.11749926870990414,1.2367735967110316,False,False
CoRoT-1 b,Transmission,658,884,Edwards et al. 2023,Glidic et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,10.0,0.0,0.1493680966064319,0.016041435112203364,13.567931552411828,9.0,0.13854613400295884,1.507547950267981,-0.20562169594717805,0.11473131195303139,0.24092658714068413,1.294492907013895,False,False
WASP-43 b,Transmission,176,1773,Chen et al. 2014,Weaver et al. 2020,GROND,IMACS spectrograph,False,unknown,True,3.0,0.0,0.017819953200707617,0.016718160361556506,3.9517826585270335,2.0,0.138637685329037,1.9758913292635167,,,,,False,False
WASP-39 b,Transmission,77,449,Feinstein et al. 2023,Sing et al. 2016,Near Infrared Imager and Slitless Spectrograph (NIRISS),Space Telescope Imaging Spectrograph,False,unknown,True,10.0,1.0,-0.028638011150407934,0.01029941135903276,13.484803220570733,9.0,0.1418681023209612,1.4983114689523036,-0.05071402029523129,0.10767022233953577,0.10311688027097997,1.657868806009792,False,False
WASP-39 b,Transmission,303,835,Ahrer et al. 2023,Carter et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Spectrograph (NIRSpec),False,unknown,True,30.0,0.0,0.015224396478067816,0.0021025881161501722,37.15076102079731,29.0,0.14240713953246753,1.2810607248550796,-0.011292526412048455,0.007792772232388508,0.16839159628856767,1.25181652533416,False,False
GJ 341 b,Transmission,996,1002,Kirk et al. 2024,Kirk et al. 2024,Near Infrared Camera (NIRCam),Near Infrared Camera (NIRCam),True,unknown,True,53.0,0.0,0.00013973062405967315,0.0005036257809131571,62.84900358139289,52.0,0.14409733293603333,1.2086346842575557,-0.005108402526991673,0.0018495269201754857,0.31828361816223366,1.0827516114291262,False,False
WASP-74 b,Transmission,344,519,Mancini et al. 2019,Fu et al. 2021,GROND,Wide Field Camera 3,False,unknown,True,7.0,1.0,0.03800594065201494,0.009974227174004481,9.561190671678453,6.0,0.14438935215354132,1.5935317786130756,0.011236690790692441,0.0196814021188649,0.10004151823164742,1.8470460620012907,False,False
TOI-1685 b,Transmission,1025,1571,Luque et al. 2025,Fisher et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,unknown,True,24.0,1.0,0.0017755677135850804,0.0010209471477796881,30.061204568923515,23.0,0.14765271239027997,1.3070088943010223,-0.0009240797880846375,0.004466258849665703,0.11801797594251782,1.3644725434237226,False,False
HR 8799 d,Direct Imaging,813,1594,Doelman et al. 2022,Xuan et al. 2026,LMIRCam/ALES,Near Infrared Spectrograph (NIRSpec) - G395H,False,unknown,True,38.0,38.0,-9.219562539487664e-17,1.7755650480331756e-18,45.94269307539038,37.0,0.14868414202388394,1.2416944074429832,2.6804504427257245e-17,1.2483149028898895e-17,0.24903263796044092,1.1481108041997312,False,
L 98-59 b,Transmission,1622,1625,Zhou et al. 2022,Zhou et al. 2022,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,25.0,0.0,0.005063858936361603,0.0012215125159534832,31.1742062611227,24.0,0.1488229552410398,1.2989252608801125,-0.009744477879349279,0.008388282372046767,0.15450004020475028,1.2967266055868587,False,False
GJ 1132 b,Transmission,1085,1090,Bennett et al. 2025,Bennett et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395M,False,unknown,True,54.0,0.0,0.0010385215391377617,0.0010308200838491572,63.696940186352336,53.0,0.14914789475662346,1.2018290601198554,0.0008658328382347253,0.0017982090251638244,0.13239098027003815,1.2204827021318456,False,False
WASP-17 b,Transmission,254,537,Sing et al. 2016,Saba et al. 2022,Space Telescope Imaging Spectrograph,Wide Field Camera 3,False,unknown,True,3.0,0.0,0.0801289898559495,0.025802472251564904,3.7059665376345405,2.0,0.15676878458013715,1.8529832688172703,,,,,False,False
TOI-1685 b,Transmission,1024,1571,Luque et al. 2025,Fisher et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,Near Infrared Spectrograph (NIRSpec) - G395H,True,unknown,True,24.0,1.0,0.0013137953415464513,0.0009350987978513769,29.694058726348466,23.0,0.15838722653928894,1.291046031580368,-0.0034289183246789096,0.004090601081725201,0.14510628959869312,1.3177912342056006,False,False
WASP-39 b,Transmission,298,837,Nikolov et al. 2016,Carter et al. 2024,FORS2,Near Infrared Spectrograph (NIRSpec),False,unknown,True,18.0,2.0,0.02223263708331212,0.00696923120988303,22.719632851513456,17.0,0.15860257284834287,1.3364489912654973,-0.16005413214494923,0.09728289939259893,0.2196445056715609,1.250800260345086,False,False
GJ 3470 b,Transmission,103,197,Ehrenreich et al. 2014,Benneke et al. 2019,Wide Field Camera 3,Wide Field Camera 3,True,unknown,True,17.0,0.0,-0.008519280618730495,0.003918249362739081,21.525609756063794,16.0,0.15917995679564115,1.3453506097539871,-0.019136769793548846,0.02705582617784044,0.13602206839242156,1.4016884565943686,False,False
