wave,dwave,depth_pct,err_pct
2.8810945982851726,0.038944022842790194,0.25559169356041966,0.00675845716815253
2.9200386211279628,0.03894402284278975,0.2556447622108382,0.0066300000328651685
2.958982643970753,0.038944022842790194,0.26088653656002325,0.0062726638674412616
2.9979266668135427,0.038944022842790194,0.2509185424600102,0.006158159316935623
3.036870689656333,0.03894402284278975,0.24320586759517537,0.006236419896299629
3.075814712499123,0.038944022842790194,0.25198775009385166,0.0058593533165402
3.114758735341913,0.038944022842790194,0.2468002695315108,0.005797918040909677
3.1537027581847035,0.038944022842790194,0.25214733654513877,0.005602335345100546
3.192646781027493,0.03894402284278975,0.2510748675596197,0.006108591893367414
3.231590803870283,0.038944022842790194,0.2458491327316903,0.00647564236851985
3.2705348267130736,0.038944022842790194,0.2502915507239467,0.0057038897904296785
3.3094788495558634,0.03894402284278975,0.254360990622271,0.0054327882322729604
3.348422872398653,0.038944022842790194,0.25464105948027616,0.005964804196451853
3.3873668952414437,0.038944022842790194,0.24598607109679316,0.005507726662644748
3.4263109180842335,0.03894402284278975,0.2488026283246958,0.005691615164052485
3.4652549409270232,0.038944022842790194,0.25841166553525197,0.005800235594331661
3.504198963769814,0.038944022842790194,0.2541807707727717,0.0056546323422370995
3.5431429866126036,0.03894402284278975,0.2421279607243032,0.00538395073223118
3.5820870094553934,0.038944022842790194,0.2503060475893437,0.0054439190280930845
3.621031032298184,0.038944022842790194,0.25785151561231734,0.005445698278071849
3.6599750551409738,0.03894402284278975,0.252164463708493,0.005094621810285744
3.6989190779837635,0.038944022842790194,0.24662020301111642,0.005213983287388983
3.8547390530180907,0.06133342213781434,0.24388625241733575,0.0048084506876099565
3.9160724751559046,0.06133342213781434,0.24205962212563437,0.005332568189786703
3.9774058972937194,0.06133342213781434,0.23949313968789632,0.005702145663968329
4.038739319431533,0.0613334221378139,0.22985372902657453,0.005935510421554071
4.100072741569347,0.061333422137814786,0.23147246790159448,0.00602324778180596
4.161406163707162,0.0613334221378139,0.23887969105188533,0.006310199380704615
4.222739585844977,0.061333422137814786,0.23037936898281375,0.00698973671920329
4.284073007982791,0.0613334221378139,0.2328393222710612,0.007159070058873904
4.345406430120605,0.0613334221378139,0.242813241935802,0.007724836794251859
4.4067398522584185,0.061333422137814786,0.24178601219457807,0.00798538369934782
4.468073274396233,0.0613334221378139,0.23586368231703903,0.008152014237382273
4.529406696534048,0.061333422137814786,0.2520404871611981,0.008689393386710589
4.590740118671862,0.0613334221378139,0.2456236285267699,0.00910317238064166
4.652073540809676,0.0613334221378139,0.24477406571051796,0.009559611005519457
4.71340696294749,0.061333422137814786,0.21065211309390097,0.01261387908913414
